MovieID,Title,Year,Genres,Language,Country,Total Views
2126,Snake Eyes,1998,Action|Crime|Mystery|Thriller,English,USA,48026
2127,"First Love, Last Rites",1997,Drama|Romance,French,Italy,42160
2128,Safe Men,1998,Comedy,English,UK,92238
2129,The Saltmen Of Tibet,1997,Documentary,Italian,USA,18375
2130,Atlantic City,1980,Crime|Drama|Romance,German,India,55004
2131,Autumn Sonata (Hã¶Stsonaten ),1978,Drama,English,Canada,79841
2132,Who'S Afraid Of Virginia Woolf?,1966,Drama,Italian,USA,33624
2133,Adventures In Babysitting,1987,Adventure|Comedy,Spanish,USA,2245
2134,Weird Science,1985,Comedy,Spanish,India,77188
2135,Doctor Dolittle,1967,Adventure|Musical,French,USA,81594
2136,The Nutty Professor,1963,Comedy,English,UK,39740
2137,Charlotte'S Web,1973,Animation|Children's,German,Canada,76704
2138,Watership Down,1978,Animation|Children's|Drama|Fantasy,French,UK,11666
2139,The Secret Of Nimh,1982,Animation|Children's,English,France,7018
2140,The Dark Crystal,1982,Children's|Fantasy|Sci-Fi,English,USA,91856
2141,An American Tail,1986,Animation|Children's|Comedy,German,Italy,61542
2142,An American Tail: Fievel Goes West,1991,Animation|Children's|Comedy,Italian,Canada,72043
2143,Legend,1985,Adventure|Fantasy|Romance,English,India,31833
2144,Sixteen Candles,1984,Comedy,Italian,USA,83470
2145,Pretty In Pink,1986,Comedy|Drama|Romance,Italian,France,94963
2146,St. Elmo'S Fire,1985,Drama|Romance,Spanish,India,2098
2147,The Clan Of The Cave Bear,1986,Drama,French,UK,86616
2148,House,1986,Comedy|Horror,German,Canada,33425
2149,House Ii: The Second Story,1987,Comedy|Horror,Italian,India,81698
2150,The Gods Must Be Crazy,1980,Comedy,French,USA,89514
2151,The Gods Must Be Crazy Ii,1989,Comedy,Spanish,India,43037
2152,Air Bud: Golden Receiver,1998,Children's|Comedy,Italian,Italy,32176
2153,The Avengers,1998,Action|Adventure,German,Canada,93377
2154,How Stella Got Her Groove Back,1998,Drama|Romance,English,Italy,95652
2155,The Slums Of Beverly Hills,1998,Comedy,French,UK,37482
2156,The Best Man (Il Testimone Dello Sposo),1997,Comedy|Drama,French,USA,45214
2157,The Chambermaid On The Titanic,1998,Romance,English,UK,5446
2158,"Henry: Portrait Of A Serial Killer, Part 2",1996,Crime|Horror,Italian,UK,83167
2159,Henry: Portrait Of A Serial Killer,1990,Crime|Horror,English,Canada,50000
2160,Rosemary'S Baby,1968,Horror|Thriller,English,USA,75438
2161,The Neverending Story,1984,Adventure|Children's|Fantasy,Italian,UK,66280
2162,The Neverending Story Ii: The Next Chapter,1990,Adventure|Children's|Fantasy,Spanish,USA,21009
2163,Attack Of The Killer Tomatoes!,1980,Comedy|Horror,German,India,76969
2164,Surf Nazis Must Die,1987,Drama,Spanish,India,55499
2165,Your Friends And Neighbors,1998,Drama,English,France,10981
2166,Return To Paradise,1998,Drama|Romance,French,Italy,83586
2167,Blade,1998,Action|Adventure|Horror,English,Canada,93628
2168,Dance With Me,1998,Drama|Romance,Spanish,Canada,60594
2169,Dead Man On Campus,1998,Comedy,German,UK,7295
2170,Wrongfully Accused,1998,Action|Comedy,Spanish,USA,69338
2171,"Next Stop, Wonderland",1998,Comedy|Drama|Romance,Italian,France,25906
2172,"Strike! (A.K.A. All I Wanna Do, The Hairy Bird)",1998,Comedy,English,Italy,77578
2173,The Navigator: A Mediaeval Odyssey,1988,Adventure|Fantasy|Sci-Fi,German,France,78737
2174,Beetlejuice,1988,Comedy|Fantasy,Italian,Canada,10296
2175,Dã©Jã  Vu,1997,Drama|Romance,Italian,USA,13034
2176,Rope,1948,Thriller,Italian,France,28650
2177,Family Plot,1976,Comedy|Thriller,Italian,India,65502
2178,Frenzy,1972,Thriller,Spanish,Canada,82020
2179,Topaz,1969,Thriller,French,France,77397
2180,Torn Curtain,1966,Thriller,English,France,94374
2181,Marnie,1964,Thriller,French,USA,12323
2182,The Wrong Man,1956,Drama|Film-Noir|Thriller,English,USA,74139
2183,The Man Who Knew Too Much,1956,Thriller,Spanish,UK,28990
2184,The Trouble With Harry,1955,Mystery|Thriller,Spanish,Italy,9944
2185,I Confess,1953,Thriller,French,USA,70766
2186,Strangers On A Train,1951,Film-Noir|Thriller,German,Canada,21752
2187,Stage Fright,1950,Mystery|Thriller,German,India,26735
2188,54,1998,Drama,Italian,UK,7807
2189,I Married A Strange Person,1997,Animation,English,UK,64516
2190,Why Do Fools Fall In Love?,1998,Drama,Spanish,India,43463
2191,A Merry War,1997,Comedy,English,India,97271
2192,See The Sea (Regarde La Mer),1997,Drama,Spanish,USA,16393
2193,Willow,1988,Action|Adventure|Fantasy,English,India,2361
2194,The Untouchables,1987,Action|Crime|Drama,Italian,France,43128
2195,Dirty Work,1998,Comedy,Spanish,France,55997
2196,Knock Off,1998,Action,English,France,47992
2197,Firelight,1997,Drama,English,Italy,49764
2198,Modulations,1998,Documentary,Italian,India,6035
2199,Phoenix,1998,Crime|Drama,Italian,Canada,64275
2200,Under Capricorn,1949,Drama,Spanish,Canada,62903
2201,The Paradine Case,1947,Drama,Italian,USA,43226
2202,Lifeboat,1944,Drama|Thriller|War,German,France,81274
2203,Shadow Of A Doubt,1943,Film-Noir|Thriller,Italian,USA,77750
2204,Saboteur,1942,Thriller,French,India,62684
2205,Mr. & Mrs. Smith,1941,Comedy,French,France,84813
2206,Suspicion,1941,Mystery|Thriller,Spanish,India,91052
2207,Jamaica Inn,1939,Drama,Spanish,USA,68702
2208,The Lady Vanishes,1938,Comedy|Mystery|Romance|Thriller,Italian,USA,72783
2209,Young And Innocent,1937,Crime|Thriller,Italian,UK,87349
2210,Sabotage,1936,Thriller,English,India,7970
2211,Secret Agent,1936,Thriller,German,India,36311
2212,The Man Who Knew Too Much,1934,Thriller,English,France,55437
2213,Waltzes From Vienna,1933,Comedy|Musical,Spanish,Italy,71501
2214,Number Seventeen,1932,Thriller,German,Canada,83614
2215,Rich And Strange,1932,Comedy|Romance,Spanish,France,95467
2216,The Skin Game,1931,Drama,Spanish,France,85142
2217,Elstree Calling,1930,Comedy|Musical,German,France,68920
2218,Juno And Paycock,1930,Drama,English,India,82031
2219,Murder!,1930,Mystery|Thriller,Italian,Italy,46621
2220,The Manxman,1929,Drama,English,Italy,32504
2221,Blackmail,1929,Thriller,Spanish,France,67893
2222,Champagne,1928,Comedy,German,USA,91837
2223,The Farmer'S Wife,1928,Comedy,German,UK,66019
2224,Downhill,1927,Drama,German,UK,31765
2225,Easy Virtue,1927,Drama,Spanish,UK,11412
2226,The Ring,1927,Drama,German,USA,8010
2227,The Lodger,1926,Thriller,Spanish,USA,75444
2228,The Mountain Eagle,1926,Drama,German,Italy,23643
2229,The Pleasure Garden,1925,Drama,French,UK,86301
2230,Always Tell Your Wife,1923,Comedy,Spanish,USA,66849
2231,Rounders,1998,Crime|Drama,German,Canada,67162
2232,Cube,1997,Sci-Fi|Thriller,German,USA,49197
2233,Digging To China,1998,Drama,Spanish,France,53490
2234,Let'S Talk About Sex,1998,Drama,German,UK,14807
2235,One Man'S Hero,1999,Drama|War,Spanish,Italy,50613
2236,Simon Birch,1998,Drama,English,India,80141
2237,Without Limits,1998,Drama,French,USA,30990
2238,Seven Beauties (Pasqualino Settebellezze),1976,Comedy|Drama,German,Italy,70902
2239,Swept Away (Travolti Da Un Insolito Destino Nell'Azzurro Mare D'Agosto),1975,Comedy|Drama,German,France,98789
2240,My Bodyguard,1980,Drama,Italian,Canada,87436
2241,Class,1983,Comedy,French,USA,75560
2242,"Grandview, U.S.A.",1984,Drama,Spanish,USA,10883
2243,Broadcast News,1987,Comedy|Drama|Romance,English,Italy,99698
2244,The Allnighter,1987,Comedy|Romance,German,UK,52557
2245,Working Girl,1988,Comedy|Drama,Italian,UK,93503
2246,Stars And Bars,1988,Comedy,Spanish,UK,57726
2247,Married To The Mob,1988,Comedy,German,USA,44110
2248,Say Anything...,1989,Comedy|Drama|Romance,French,USA,82151
2249,My Blue Heaven,1990,Comedy,French,USA,42144
2250,Men Don'T Leave,1990,Drama,German,USA,92655
2251,The Cabinet Of Dr. Ramirez,1991,Comedy,French,Italy,13748
2252,Hero,1992,Comedy|Drama,German,India,70851
2253,Toys,1992,Action|Comedy|Fantasy,Italian,UK,90615
2254,Choices,1981,Drama,English,Italy,41330
2255,Young Doctors In Love,1982,Comedy,Italian,Canada,85859
2256,Parasite,1982,Horror|Sci-Fi,German,USA,77184
2257,No Small Affair,1984,Comedy|Romance,German,Canada,5942
2258,Master Ninja I,1984,Action,German,USA,89781
2259,Blame It On Rio,1984,Comedy|Romance,English,Italy,98929
2260,Wisdom,1986,Action|Crime,French,USA,95578
2261,One Crazy Summer,1986,Comedy,French,USA,62699
2262,About Last Night...,1986,Comedy|Drama|Romance,English,USA,64461
2263,The Seventh Sign,1988,Thriller,Italian,USA,44264
2264,We'Re No Angels,1989,Drama,Italian,France,59777
2265,Nothing But Trouble,1991,Adventure|Comedy,German,India,94870
2266,The Butcher'S Wife,1991,Comedy|Romance,Italian,UK,81631
2267,Mortal Thoughts,1991,Mystery|Thriller,German,USA,88635
2268,A Few Good Men,1992,Crime|Drama,Italian,USA,47771
2269,Indecent Proposal,1993,Drama,Spanish,Italy,80809
2270,A Century Of Cinema,1994,Documentary,Italian,UK,38772
2271,Permanent Midnight,1998,Drama,English,Italy,56083
2272,One True Thing,1998,Drama,German,France,85477
2273,Rush Hour,1998,Action|Thriller,Spanish,Italy,43154
2274,Lilian'S Story,1995,Drama,Italian,Canada,27424
2275,Six-String Samurai,1998,Action|Adventure|Sci-Fi,German,USA,98757
2276,A Soldier'S Daughter Never Cries,1998,Drama,Spanish,France,93797
2277,Somewhere In The City,1997,Drama,Italian,USA,95599
2278,Ronin,1998,Action|Crime|Thriller,Spanish,UK,20757
2279,Urban Legend,1998,Horror|Thriller,German,Italy,88382
2280,Clay Pigeons,1998,Crime,English,USA,35923
2281,Monument Ave.,1998,Crime,German,Canada,76418
2282,Pecker,1998,Comedy|Drama,Italian,Canada,86954
2283,The Sheltering Sky,1990,Drama,French,Canada,40553
2284,Bandit Queen,1994,Drama,Spanish,UK,34910
2285,If....,1968,Drama,English,India,34217
2286,The Fiendish Plot Of Dr. Fu Manchu,1980,Comedy,English,Italy,90046
2287,Them!,1954,Sci-Fi|Thriller|War,English,France,14163
2288,The Thing,1982,Action|Horror|Sci-Fi|Thriller,German,India,84490
2289,The Player,1992,Comedy|Drama,Italian,India,79291
2290,Stardust Memories,1980,Comedy|Drama,French,France,1622
2291,Edward Scissorhands,1990,Drama|Romance,German,France,37623
2292,Overnight Delivery,1996,Romance,English,Canada,18962
2293,Shadrach,1998,Drama,English,India,86949
2294,Antz,1998,Animation|Children's,Spanish,Canada,72853
2295,The Impostors,1998,Comedy,English,USA,27427
2296,A Night At The Roxbury,1998,Comedy,Italian,Italy,56760
2297,What Dreams May Come,1998,Drama|Romance,Italian,India,79695
2298,Strangeland,1998,Thriller,Spanish,USA,21634
2299,The Battle Of The Sexes,1959,Comedy,German,USA,32409
2300,The Producers,1968,Comedy|Musical,English,UK,73040
2301,History Of The World: Part I,1981,Comedy,Spanish,India,65688
2302,My Cousin Vinny,1992,Comedy,Italian,USA,94045
2303,Nashville,1975,Drama|Musical,Italian,India,34128
2304,Love Is The Devil,1998,Drama,Spanish,France,52964
2305,Slam,1998,Drama,Spanish,UK,85734
2306,Holy Man,1998,Comedy,Italian,UK,36772
2307,One Tough Cop,1998,Action|Drama,French,India,23391
2308,Detroit 9000,1973,Action|Crime,Spanish,India,70638
2309,The Inheritors (Die Siebtelbauern),1998,Drama,German,USA,21918
2310,The Mighty,1998,Drama,Spanish,India,49619
2311,2010,1984,Mystery|Sci-Fi,Italian,Canada,6147
2312,Children Of A Lesser God,1986,Drama,French,France,64154
2313,The Elephant Man,1980,Drama,Spanish,Canada,29650
2314,Beloved,1998,Drama,Italian,Canada,22641
2315,Bride Of Chucky,1998,Horror|Thriller,French,USA,40386
2316,Practical Magic,1998,Drama|Romance,Italian,India,82593
2317,The Alarmist,1997,Comedy,German,France,86020
2318,Happiness,1998,Comedy,German,Italy,32332
2319,Reach The Rock,1997,Comedy,English,France,52973
2320,Apt Pupil,1998,Drama|Thriller,Spanish,UK,28151
2321,Pleasantville,1998,Comedy,Italian,UK,49814
2322,Soldier,1998,Action|Adventure|Sci-Fi|Thriller|War,German,India,26064
2323,The Cruise,1998,Documentary,Italian,India,52081
2324,Life Is Beautiful (La Vita Ã¨ Bella),1997,Comedy|Drama,Spanish,Italy,74943
2325,Orgazmo,1997,Comedy,French,France,53214
2326,Shattered Image,1998,Drama|Thriller,French,France,13067
2327,Tales From The Darkside: The Movie,1990,Horror,German,Canada,73666
2328,Vampires,1998,Horror,English,France,30669
2329,American History X,1998,Drama,Italian,UK,77727
2330,Hands On A Hard Body,1996,Documentary,Italian,Canada,51785
2331,Living Out Loud,1998,Comedy|Romance,English,France,11004
2332,Belly,1998,Crime|Drama,Italian,UK,42178
2333,Gods And Monsters,1998,Drama,Italian,India,84564
2334,The Siege,1998,Action|Thriller,Italian,Italy,28075
2335,The Waterboy,1998,Comedy,Spanish,Italy,61439
2336,Elizabeth,1998,Drama,German,USA,77387
2337,Velvet Goldmine,1998,Drama,Italian,USA,92973
2338,I Still Know What You Did Last Summer,1998,Horror|Mystery|Thriller,German,India,51671
2339,I'Ll Be Home For Christmas,1998,Comedy|Romance,German,Canada,51548
2340,Meet Joe Black,1998,Romance,French,UK,36120
2341,Dancing At Lughnasa,1998,Drama,English,India,92595
2342,Hard Core Logo,1996,Comedy,English,USA,48638
2343,The Naked Man,1998,Drama,English,UK,62063
2344,Runaway Train,1985,Action|Adventure|Drama|Thriller,Italian,Italy,99852
2345,Desert Bloom,1986,Drama,German,UK,66690
2346,The Stepford Wives,1975,Sci-Fi|Thriller,Spanish,India,48091
2347,The Pope Of Greenwich Village,1984,Action,English,Canada,22748
2348,Sid And Nancy,1986,Drama,Italian,France,5814
2349,Mona Lisa,1986,Comedy|Thriller,English,Italy,43616
2350,Heart Condition,1990,Comedy,German,Italy,85133
2351,Nights Of Cabiria (Le Notti Di Cabiria),1957,Drama,Spanish,India,52296
2352,The Big Chill,1983,Comedy|Drama,German,UK,57202
2353,Enemy Of The State,1998,Action|Thriller,Italian,UK,47303
2354,The Rugrats Movie,1998,Animation|Children's|Comedy,Spanish,India,2823
2355,A Bug'S Life,1998,Animation|Children's|Comedy,Italian,India,54048
2356,Celebrity,1998,Comedy,German,India,61984
2357,Central Station (Central Do Brasil),1998,Drama,French,UK,71360
2358,Savior,1998,Drama,Spanish,France,8688
2359,Waking Ned Devine,1998,Comedy,Spanish,France,55979
2360,The Celebration (Festen),1998,Drama,Spanish,USA,38110
2361,Pink Flamingos,1972,Comedy,French,UK,15616
2362,Glen Or Glenda,1953,Drama,Italian,France,41045
2363,Godzilla (Gojira),1954,Action|Sci-Fi,Italian,Italy,19645
2364,Godzilla (Gojira),1984,Action|Sci-Fi,Spanish,USA,97965
2365,King Kong Vs. Godzilla (Kingukongu Tai Gojira),1962,Action|Sci-Fi,French,UK,70538
2366,King Kong,1933,Action|Adventure|Horror,French,France,1418
2367,King Kong,1976,Action|Adventure|Horror,German,India,12236
2368,King Kong Lives,1986,Action|Adventure|Horror,Spanish,France,51052
2369,Desperately Seeking Susan,1985,Comedy|Romance,Spanish,Canada,89203
2370,The Emerald Forest,1985,Action|Adventure|Drama,Italian,Italy,18248
2371,Fletch,1985,Comedy,French,India,25325
2372,Fletch Lives,1989,Comedy,Italian,France,58086
2373,Red Sonja,1985,Action|Adventure,French,Italy,41486
2374,Gung Ho,1986,Comedy|Drama,German,France,47965
2375,The Money Pit,1986,Comedy,Italian,Italy,88567
2376,A View To A Kill,1985,Action,Spanish,USA,92473
2377,Lifeforce,1985,Horror|Sci-Fi,German,UK,94151
2378,Police Academy,1984,Comedy,English,Italy,21523
2379,Police Academy 2: Their First Assignment,1985,Comedy,English,Italy,72324
2380,Police Academy 3: Back In Training,1986,Comedy,French,Canada,5977
2381,Police Academy 4: Citizens On Patrol,1987,Comedy,French,Canada,64056
2382,Police Academy 5: Assignment: Miami Beach,1988,Comedy,Italian,India,53574
2383,Police Academy 6: City Under Siege,1989,Comedy,Italian,UK,73764
2384,Babe: Pig In The City,1998,Children's|Comedy,Italian,Canada,88642
2385,Home Fries,1998,Comedy|Romance,Italian,Italy,50910
2386,Jerry Springer: Ringmaster,1998,Drama,French,USA,89871
2387,Very Bad Things,1998,Comedy|Crime,Italian,USA,99421
2388,Steam: The Turkish Bath (Hamam),1997,Drama|Romance,Italian,Italy,89367
2389,Psycho,1998,Crime|Horror|Thriller,French,France,29347
2390,Little Voice,1998,Comedy,Italian,Italy,64735
2391,A Simple Plan,1998,Crime|Thriller,Spanish,USA,68603
2392,Jack Frost,1998,Comedy|Drama,German,UK,59596
2393,Star Trek: Insurrection,1998,Action|Sci-Fi,German,India,66116
2394,The Prince Of Egypt,1998,Animation|Musical,German,India,65214
2395,Rushmore,1998,Comedy,Spanish,India,91180
2396,Shakespeare In Love,1998,Comedy|Romance,English,France,56232
2397,Mass Appeal,1984,Drama,French,USA,23252
2398,Miracle On 34Th Street,1947,Drama,German,UK,45643
2399,Santa Claus: The Movie,1985,Adventure|Children's|Fantasy,French,UK,81454
2400,Prancer,1989,Children's|Drama,English,India,17960
2401,Pale Rider,1985,Western,French,USA,34364
2402,Rambo: First Blood Part Ii,1985,Action|War,English,UK,44169
2403,First Blood,1982,Action,Spanish,Italy,25047
2404,Rambo Iii,1988,Action|War,Italian,UK,70036
2405,The Jewel Of The Nile,1985,Action|Adventure|Comedy|Romance,Spanish,India,19740
2406,Romancing The Stone,1984,Action|Adventure|Comedy|Romance,Italian,UK,34839
2407,Cocoon,1985,Comedy|Sci-Fi,French,Italy,34123
2408,Cocoon: The Return,1988,Comedy|Sci-Fi,Italian,UK,91718
2409,Rocky Ii,1979,Action|Drama,German,France,45597
2410,Rocky Iii,1982,Action|Drama,Spanish,India,26924
2411,Rocky Iv,1985,Action|Drama,German,UK,14412
2412,Rocky V,1990,Action|Drama,English,Italy,11532
2413,Clue,1985,Comedy|Mystery,Italian,India,43151
2414,Young Sherlock Holmes,1985,Action|Adventure|Mystery,Spanish,France,68363
2415,Violets Are Blue...,1986,Drama|Romance,English,France,60169
2416,Back To School,1986,Comedy,Spanish,India,78586
2417,Heartburn,1986,Comedy|Drama,French,USA,90897
2418,Nothing In Common,1986,Comedy,German,Canada,57824
2419,Extremities,1986,Drama|Thriller,German,USA,65950
2420,The Karate Kid,1984,Drama,Italian,USA,9268
2421,"The Karate Kid, Part Ii",1986,Action|Adventure|Drama,German,Italy,65824
2422,The Karate Kid Iii,1989,Action|Adventure|Drama,German,Canada,91329
2423,Christmas Vacation,1989,Comedy,Spanish,France,64587
2424,You'Ve Got Mail,1998,Comedy|Romance,French,USA,54527
2425,The General,1998,Crime,German,UK,24747
2426,The Theory Of Flight,1998,Comedy|Drama|Romance,Spanish,France,53913
2427,The Thin Red Line,1998,Action|Drama|War,French,UK,20601
2428,The Faculty,1998,Horror|Sci-Fi,Italian,UK,60287
2429,Mighty Joe Young,1998,Adventure|Children's|Drama,Spanish,USA,75260
2430,Mighty Joe Young,1949,Adventure|Children's|Drama,English,USA,40423
2431,Patch Adams,1998,Comedy|Drama,Italian,USA,27071
2432,Stepmom,1998,Drama,French,India,87538
2433,A Civil Action,1998,Drama,German,Canada,24442
2434,Down In The Delta,1998,Drama,German,Italy,92903
2435,Hurlyburly,1998,Drama,French,Canada,37498
2436,Tea With Mussolini,1999,Comedy,French,Canada,30592
2437,Wilde,1997,Drama,French,Italy,27738
2438,Outside Ozona,1998,Drama|Thriller,French,France,46142
2439,Affliction,1997,Drama,German,Italy,66334
2440,Another Day In Paradise,1998,Drama,Italian,UK,31313
2441,The Hi-Lo Country,1998,Drama|Western,English,UK,28435
2442,Hilary And Jackie,1998,Drama,French,Italy,37230
2443,Playing By Heart,1998,Drama|Romance,French,Canada,18346
2444,24 7: Twenty Four Seven,1997,Comedy|Drama,Italian,France,34692
2445,At First Sight,1999,Drama,Spanish,Italy,74680
2446,In Dreams,1999,Thriller,Spanish,Italy,8169
2447,Varsity Blues,1999,Comedy|Drama,Italian,France,16760
2448,Virus,1999,Horror|Sci-Fi,Italian,Italy,62344
2449,The Garbage Pail Kids Movie,1987,Adventure|Children's,English,India,51668
2450,Howard The Duck,1986,Adventure|Children's|Sci-Fi,English,India,64555
2451,The Gate,1987,Horror,German,USA,27416
2452,The Gate Ii: Trespassers,1990,Horror,German,UK,75690
2453,The Boy Who Could Fly,1986,Drama|Fantasy,French,UK,7127
2454,The Fly,1958,Horror|Sci-Fi,Italian,Italy,99380
2455,The Fly,1986,Horror|Sci-Fi,French,Canada,51315
2456,The Fly Ii,1989,Horror|Sci-Fi,Italian,France,75837
2457,Running Scared,1986,Action|Comedy,English,UK,40999
2458,Armed And Dangerous,1986,Comedy|Crime,Italian,UK,72806
2459,The Texas Chainsaw Massacre,1974,Horror,English,Italy,98621
2460,The Texas Chainsaw Massacre 2,1986,Horror,Spanish,India,98646
2461,Leatherface: Texas Chainsaw Massacre Iii,1990,Horror,Spanish,Italy,24461
2462,The Return Of The Texas Chainsaw Massacre,1994,Horror,Italian,India,65993
2463,Ruthless People,1986,Comedy,English,Canada,76888
2464,Trick Or Treat,1986,Horror,English,India,99599
2465,Deadly Friend,1986,Horror,French,UK,73871
2466,Belizaire The Cajun,1986,Drama,German,India,89087
2467,The Name Of The Rose,1986,Mystery,Spanish,Canada,60015
2468,Jumpin' Jack Flash,1986,Action|Comedy|Romance|Thriller,German,Italy,29498
2469,Peggy Sue Got Married,1986,Comedy|Romance,Italian,France,10440
2470,Crocodile Dundee,1986,Adventure|Comedy,French,UK,77336
2471,Crocodile Dundee Ii,1988,Adventure|Comedy,French,Canada,1118
2472,Tough Guys,1986,Comedy,English,Italy,84796
2473,Soul Man,1986,Comedy,German,France,54792
2474,The Color Of Money,1986,Drama,German,USA,56660
2475,52 Pick-Up,1986,Action|Mystery|Thriller,French,Canada,64374
2476,Heartbreak Ridge,1986,Action|War,Italian,USA,80189
2477,Firewalker,1986,Adventure,French,UK,92743
2478,Three Amigos!,1986,Comedy|Western,Italian,USA,16196
2479,Gloria,1999,Drama|Thriller,Spanish,Italy,76111
2480,Dry Cleaning (Nettoyage Ã  Sec),1997,Drama,English,UK,14264
2481,My Name Is Joe,1998,Drama|Romance,English,Italy,21155
2482,Still Crazy,1998,Comedy|Romance,Italian,Italy,20590
2483,The Day Of The Beast (El Dã­A De La Bestia),1995,Comedy|Horror|Thriller,Spanish,Italy,29603
2484,Tinseltown,1998,Comedy,English,USA,56071
2485,She'S All That,1999,Comedy|Romance,Italian,India,64800
2486,24-Hour Woman,1998,Drama,Italian,Italy,15303
2487,"Blood, Guts, Bullets And Octane",1998,Action|Comedy,Italian,Italy,63525
2488,Peeping Tom,1960,Drama|Horror|Thriller,French,USA,4721
2489,Spanish Fly,1998,Drama,Italian,Canada,40807
2490,Payback,1999,Action|Thriller,English,UK,45039
2491,Simply Irresistible,1999,Comedy|Romance,French,India,45521
2492,20 Dates,1998,Comedy,English,India,36458
2493,The Harmonists,1997,Drama,French,France,65671
2494,The Last Days,1998,Documentary,French,France,58196
2495,The Fantastic Planet (La Planã¨Te Sauvage),1973,Animation|Sci-Fi,Italian,Canada,43512
2496,Blast From The Past,1999,Comedy|Romance,Spanish,UK,90310
2497,Message In A Bottle,1999,Romance,French,Canada,44254
2498,My Favorite Martian,1999,Comedy|Sci-Fi,Italian,France,57421
2499,God Said 'Ha!',1998,Comedy,French,Canada,63769
2500,Jawbreaker,1999,Comedy,French,Canada,84464
2501,October Sky,1999,Drama,Italian,UK,33275
2502,Office Space,1999,Comedy|Romance,French,France,80591
2503,The Apple (Sib),1998,Drama,Italian,USA,45774
2504,200 Cigarettes,1999,Comedy|Drama,Spanish,UK,43856
2505,8Mm,1999,Thriller,English,France,99678
2506,The Other Sister,1999,Comedy|Drama|Romance,Spanish,India,78707
2507,Breakfast Of Champions,1999,Comedy,German,UK,98225
2508,The Breaks,1999,Drama,Spanish,Italy,66503
2509,Eight Days A Week,1997,Comedy,English,UK,5444
2510,Just The Ticket,1999,Comedy|Romance,English,USA,98897
2511,The Long Goodbye,1973,Crime,German,UK,49309
2512,The Ballad Of Narayama (Narayama Bushiko),1982,Drama,Spanish,France,56534
2513,Pet Sematary,1989,Horror,Spanish,France,28761
2514,Pet Sematary Ii,1992,Horror,Italian,USA,44727
2515,Children Of The Corn Ii: The Final Sacrifice,1993,Horror,English,UK,94434
2516,Children Of The Corn Iii,1994,Horror,English,India,49948
2517,Christine,1983,Horror,English,Italy,56059
2518,Night Shift,1982,Comedy,German,Italy,32754
2519,House On Haunted Hill,1958,Horror,French,Canada,52718
2520,Airport,1970,Drama,German,USA,91255
2521,Airport 1975,1974,Drama,Italian,UK,21341
2522,Airport '77,1977,Drama,English,UK,36904
2523,Rollercoaster,1977,Drama|Thriller,French,India,28548
2524,The Towering Inferno,1974,Action|Drama,Italian,France,99220
2525,Alligator,1980,Action|Horror|Sci-Fi,German,France,78625
2526,Meteor,1979,Sci-Fi,German,India,5881
2527,Westworld,1973,Action|Sci-Fi|Thriller|Western,English,UK,28541
2528,Logan'S Run,1976,Action|Adventure|Sci-Fi,French,UK,21433
2529,Planet Of The Apes,1968,Action|Sci-Fi,English,India,88133
2530,Beneath The Planet Of The Apes,1970,Action|Sci-Fi,Italian,France,26784
2531,Battle For The Planet Of The Apes,1973,Action|Sci-Fi,German,India,9135
2532,Conquest Of The Planet Of The Apes,1972,Action|Sci-Fi,English,USA,20767
2533,Escape From The Planet Of The Apes,1971,Action|Sci-Fi,English,Italy,53491
2534,Avalanche,1978,Action,English,UK,20935
2535,Earthquake,1974,Action,Italian,France,34969
2536,The Concorde: Airport '79,1979,Drama,French,Canada,53946
2537,Beyond The Poseidon Adventure,1979,Adventure,Spanish,India,64598
2538,Dancemaker,1998,Documentary,English,France,58557
2539,Analyze This,1999,Comedy,French,Canada,28408
2540,The Corruptor,1999,Action|Crime|Drama|Thriller,Spanish,France,79168
2541,Cruel Intentions,1999,Drama,Spanish,Italy,9316
2542,"Lock, Stock & Two Smoking Barrels",1998,Comedy|Crime|Thriller,French,Canada,24821
2543,Six Ways To Sunday,1997,Comedy,Spanish,France,69226
2544,The School Of Flesh (L' Ã‰Cole De La Chair),1998,Drama,Spanish,France,55547
2545,Relax... It'S Just Sex,1998,Comedy,English,Italy,75733
2546,The Deep End Of The Ocean,1999,Drama,English,UK,22774
2547,Harvest,1998,Drama,Italian,USA,65254
2548,The Rage: Carrie 2,1999,Horror,German,UK,76551
2549,Wing Commander,1999,Action|Sci-Fi,Italian,Canada,21064
2550,The Haunting,1963,Horror|Thriller,Spanish,Canada,64962
2551,Dead Ringers,1988,Drama|Thriller,Spanish,Italy,82371
2552,My Boyfriend'S Back,1993,Comedy,German,UK,29319
2553,Village Of The Damned,1960,Horror|Sci-Fi|Thriller,English,France,80051
2554,Children Of The Damned,1963,Horror|Sci-Fi|Thriller,English,Canada,60519
2555,Baby Geniuses,1999,Comedy,German,USA,40616
2556,Telling You,1998,Comedy|Drama|Romance,Spanish,UK,21171
2557,I Stand Alone (Seul Contre Tous),1998,Drama,Spanish,UK,3924
2558,Forces Of Nature,1999,Comedy|Romance,German,Canada,20994
2559,The King And I,1999,Animation|Children's,English,Italy,65475
2560,Ravenous,1999,Drama|Horror,French,Italy,38301
2561,True Crime,1999,Crime|Thriller,Spanish,Canada,27811
2562,Bandits,1997,Drama,English,India,10172
2563,Beauty,1998,Drama,Italian,UK,9122
2564,The Empty Mirror,1999,Drama,English,UK,97335
